Mach,Alpha,CD,CD Power-Off,CD Power-On,CA Power-Off,CA Power-On,CL,CN,CN Potential,CN Viscous,CNalpha (0 to 4 deg) (per rad),CP,CP (0 to 4 deg),Reynolds Number
0.19,0,0.3245984214927321175386890445,0.324598421492732,0.276522168401219,0.324598421492732,0.276522168401219,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,20433800
0.20,0,0.3245500586748776892875830891,0.324550058674878,0.276473805583365,0.324550058674878,0.276473805583365,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,21509260
0.21,0,0.3245017771772923765002810691,0.324501777177292,0.276425524085779,0.324501777177292,0.276425524085779,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,22584720
0.22,0,0.3244535767873774995314390533,0.324453576787377,0.276377323695864,0.324453576787377,0.276377323695864,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,23660180
0.23,0,0.3244054572930195096333817513,0.32440545729302,0.276329204201506,0.32440545729302,0.276329204201506,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,24735650
0.24,0,0.3243574184825946338950859219,0.324357418482595,0.276281165391081,0.324357418482595,0.276281165391081,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,25811110
0.25,0,0.3243094601449672662543836908,0.324309460144967,0.276233207053454,0.324309460144967,0.276233207053454,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,26886570
0.26,0,0.3243074169094967394003360032,0.324307416909497,0.276231163817984,0.324307416909497,0.276231163817984,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,27962040
0.27,0,0.3243054491660363247732326238,0.324305449166036,0.276229196074523,0.324305449166036,0.276229196074523,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,29037500
0.28,0,0.3243035635449405134547622702,0.32430356354494,0.276227310453427,0.32430356354494,0.276227310453427,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,30112960
0.29,0,0.3243017598370629892046225685,0.324301759837063,0.27622550674555,0.324301759837063,0.27622550674555,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,31188420
0.30,0,0.3243000309937594733995034607,0.32430003099376,0.276223777902246,0.32430003099376,0.276223777902246,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,32263890
0.31,0,0.3242983836468911609842739310,0.324298383646891,0.276222130555378,0.324298383646891,0.276222130555378,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,33339350
0.32,0,0.3242968175888282654109654132,0.324296817588828,0.276220564497315,0.324296817588828,0.276220564497315,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,34414810
0.33,0,0.3242953257724488006631784279,0.324295325772449,0.276219072680936,0.324295325772449,0.276219072680936,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,35490280
0.34,0,0.3242939171111432441706593527,0.324293917111143,0.27621766401963,0.324293917111143,0.27621766401963,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,36565740
0.35,0,0.3242925822788122098459103780,0.324292582278812,0.276216329187299,0.324292582278812,0.276216329187299,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,37641200
0.36,0,0.3242913279098760559377496851,0.324291327909876,0.276215074818363,0.324291327909876,0.276215074818363,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,38716670
0.37,0,0.3242901537992676131289379939,0.324290153799268,0.276213900707754,0.324290153799268,0.276213900707754,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,39792130
0.38,0,0.3242890551824410744141453783,0.324289055182441,0.276212802090928,0.324289055182441,0.276212802090928,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,40867590
0.39,0,0.3242880318553689771243579030,0.324288031855369,0.276211778763856,0.324288031855369,0.276211778763856,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,41943050
0.40,0,0.3242870881745454298902676681,0.324287088174546,0.276210835083032,0.324287088174546,0.276210835083032,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,43018520
0.41,0,0.3242862216569874396056628536,0.324286221656987,0.276209968565474,0.324286221656987,0.276209968565474,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,44093980
0.42,0,0.3242854321002377383908177642,0.324285432100238,0.276209179008725,0.324285432100238,0.276209179008725,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,45169440
0.43,0,0.3242847193023614476413061027,0.324284719302361,0.276208466210848,0.324284719302361,0.276208466210848,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,46244910
0.44,0,0.3242840830619547858815611488,0.324284083061955,0.276207829970442,0.324284083061955,0.276207829970442,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,47320370
0.45,0,0.3242835254581374788869089434,0.324283525458138,0.276207272366624,0.324283525458138,0.276207272366624,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,48395830
0.46,0,0.3242830417305612585493317856,0.324283041730561,0.276206788639048,0.324283041730561,0.276206788639048,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,49471300
0.47,0,0.3242826316794081449018748697,0.324282631679408,0.276206378587895,0.324282631679408,0.276206378587895,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,50546760
0.48,0,0.3242822996653892371308496034,0.324282299665389,0.276206046573876,0.324282299665389,0.276206046573876,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,51622220
0.49,0,0.3242820454897493675026136971,0.324282045489749,0.276205792398236,0.324282045489749,0.276205792398236,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,52697680
0.50,0,0.3242818621142655833879778009,0.324281862114266,0.276205609022752,0.324281862114266,0.276205609022752,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,53773150
0.51,0,0.3242817561812483652377988674,0.324281756181248,0.276205503089735,0.324281756181248,0.276205503089735,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,54848610
0.52,0,0.3242817274935452715219635596,0.324281727493545,0.276205474402032,0.324281727493545,0.276205474402032,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,55924070
0.53,0,0.3242817690145349668270147985,0.324281769014535,0.276205515923022,0.324281769014535,0.276205515923022,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,56999530
0.54,0,0.3242818896681343117341185783,0.324281889668134,0.276205636576621,0.324281889668134,0.276205636576621,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,58075000
0.55,0,0.3242820801387972448434706035,0.324282080138797,0.276205827047284,0.324282080138797,0.276205827047284,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,59150460
0.56,0,0.3242823470715140827742962889,0.324282347071514,0.276206093980001,0.324282347071514,0.276206093980001,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,60225920
0.57,0,0.3242826902718125291526474409,0.324282690271813,0.276206437180299,0.324282690271813,0.276206437180299,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,61301390
0.58,0,0.3242831027057573746114022576,0.324283102705757,0.276206849614244,0.324283102705757,0.276206849614244,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,62376850
0.59,0,0.3242835910199536327414520551,0.324283591019954,0.275229075404741,0.324283591019954,0.275229075404741,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,63452310
0.60,0,0.3242841550215445221161079041,0.324284155021544,0.274251376882633,0.324284155021544,0.274251376882633,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,64527780
0.61,0,0.3243677226782115662911006300,0.324367722678212,0.273356682015601,0.324367722678212,0.273356682015601,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,65603240
0.62,0,0.3244483902381767207679708578,0.324448390238177,0.272459087051867,0.324448390238177,0.272459087051867,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,66678700
0.63,0,0.3245291306302001460306789669,0.3245291306302,0.271561564920192,0.3245291306302,0.271561564920192,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,67754170
0.64,0,0.3246099413835840614723851808,0.324609941383584,0.270664113149876,0.324609941383584,0.270664113149876,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,68829620
0.65,0,0.3246908223081679824808727961,0.324690822308168,0.269766731550761,0.324690822308168,0.269766731550761,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,69905090
0.66,0,0.3247717754943333833531249534,0.324771775494333,0.268869422213228,0.324771775494333,0.268869422213228,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,70980560
0.67,0,0.3248528235530007613441379110,0.324852823553001,0.267972207748196,0.324852823553001,0.267972207748196,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,72056020
0.68,0,0.3249339206956312546425144080,0.324933920695631,0.267075042367127,0.324933920695631,0.267075042367127,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,73131480
0.69,0,0.3250150895342265513582603459,0.325015089534227,0.266177948682024,0.325015089534227,0.266177948682024,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,74206940
0.70,0,0.3250963298813280715471914254,0.325096329881328,0.265280926505426,0.325096329881328,0.265280926505426,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,75282410
0.71,0,0.3251776415500155582231364651,0.325177641550016,0.264383975650415,0.325177641550016,0.264383975650415,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,76357860
0.72,0,0.3252590243539114312847174904,0.325259024353911,0.263487095930611,0.325259024353911,0.263487095930611,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,77433340
0.73,0,0.3253405009071757246007729631,0.325340500907176,0.262590309960177,0.325340500907176,0.262590309960177,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,78508800
0.74,0,0.3254220254245089219615445072,0.325422025424509,0.261693571953811,0.325422025424509,0.261693571953811,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,79584260
0.75,0,0.3255036205211506480908802275,0.325503620521151,0.260796904526753,0.325503620521151,0.260796904526753,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,80659720
0.76,0,0.3255852860128800686462347098,0.32558528601288,0.259900307494784,0.32558528601288,0.259900307494784,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,81735180
0.77,0,0.3256670217160136722430756576,0.325667021716014,0.259003780674218,0.325667021716014,0.259003780674218,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,82810650
0.78,0,0.3257488274474073884304772551,0.325748827447407,0.258107323881913,0.325748827447407,0.258107323881913,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,83886100
0.79,0,0.3258307258244548787033234859,0.325830725824455,0.257210959735261,0.325830725824455,0.257210959735261,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,84961580
0.80,0,0.3259126710650878365023081330,0.325912671065088,0.256314642452195,0.325912671065088,0.256314642452195,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,86037040
0.81,0,0.3259946857877761872139347786,0.325994685787776,0.255418394651185,0.325994685787776,0.255418394651185,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,87112500
0.82,0,0.3260767698115239522193300781,0.326076769811524,0.254522216151233,0.326076769811524,0.254522216151233,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,88187960
0.83,0,0.3261589229558739938332271679,0.326158922955874,0.253626106771884,0.326158922955874,0.253626106771884,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,89263420
0.84,0,0.3262411450409037793527789390,0.326241145040904,0.252730066333215,0.326241145040904,0.252730066333215,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,90338890
0.85,0,0.3263234586872279990331514002,0.326323458687228,0.25183411745584,0.326323458687228,0.25183411745584,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,91414350
0.86,0,0.3264058181159926121607435891,0.326405818115993,0.250938214360906,0.326405818115993,0.250938214360906,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,92489820
0.87,0,0.3264882459488823279433577056,0.326488245948882,0.250042379670096,0.326488245948882,0.250042379670096,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,93565280
0.88,0,0.3265707420081118066444356153,0.326570742008112,0.249146613205627,0.326570742008112,0.249146613205627,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,94640740
0.89,0,0.3266533061164305135098389384,0.32665330611643,0.248250914790246,0.32665330611643,0.248250914790246,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,95716200
0.90,0,0.3267359380971201007922556870,0.32673593809712,0.247355284247237,0.32673593809712,0.247355284247237,0,0,0,0,5.87720365561468,122.27346401462546258140343797,122.27346401462546258140343797,96791660
0.91,0,0.328957742476181,0.32895774247618,0.249037300180118,0.32895774247618,0.249037300180118,0,0,0,0,6.02606160637235,122.597671742758,122.239883120443,97867130
0.92,0,0.335623155613362,0.335623155613362,0.254083347978762,0.335623155613362,0.254083347978762,0,0,0,0,6.17491955713002,122.921879470891,122.20630222626,98942590
0.93,0,0.347953494589282,0.347953494589282,0.26297690499582,0.347953494589282,0.26297690499582,0,0,0,0,6.32377750788769,123.246087199023,122.172721332077,100018100
0.94,0,0.36261605283535,0.36261605283535,0.273194947331968,0.36261605283535,0.273194947331968,0,0,0,0,6.47263545864536,123.570294927156,122.139140437895,101093500
0.95,0,0.377278611081418,0.377278611081418,0.283412989668118,0.377278611081418,0.283412989668118,0,0,0,0,6.62149340940304,123.894502655289,122.105559543712,102169000
0.96,0,0.391941169327486,0.391941169327486,0.293631032004267,0.391941169327486,0.293631032004267,0,0,0,0,6.77035136016071,124.218710383421,122.071978649529,103244400
0.97,0,0.406603727573554,0.406603727573554,0.303849074340416,0.406603727573554,0.303849074340416,0,0,0,0,6.91920931091838,124.542918111554,122.038397755346,104319900
0.98,0,0.421266285819622,0.421266285819622,0.314067116676565,0.421266285819622,0.314067116676565,0,0,0,0,7.06806726167605,124.867125839687,122.004816861164,105395400
0.99,0,0.43592884406569,0.43592884406569,0.324285159012714,0.43592884406569,0.324285159012714,0,0,0,0,7.21692521243372,125.191333567819,121.971235966981,106470800
1.00,0,0.450591402311758,0.450591402311758,0.334503201348863,0.450591402311758,0.334503201348863,0,0,0,0,7.36578316319139,125.515541295952,121.937655072798,107546300
1.01,0,0.465253960557826,0.465253960557826,0.344721243685012,0.465253960557826,0.344721243685012,0,0,0,0,7.51464111394906,125.839749024084,121.904074178616,108621800
1.02,0,0.479916518803894,0.479916518803894,0.354939286021161,0.479916518803894,0.354939286021161,0,0,0,0,7.66349906470674,126.163956752217,121.870493284433,109697200
1.03,0,0.494579077049962,0.494579077049962,0.36515732835731,0.494579077049962,0.36515732835731,0,0,0,0,7.81235701546441,126.48816448035,121.83691239025,110772700
1.04,0,0.50924163529603,0.50924163529603,0.375375370693459,0.50924163529603,0.375375370693459,0,0,0,0,7.96121496622208,126.812372208482,121.803331496067,111848100
1.05,0,0.5239041935420978969978664414,0.523904193542098,0.385593413029608,0.523904193542098,0.385593413029608,0,0.000000,0.000000,0,8.110072916979750860352053526,127.1365799366150022275248591,121.7697506018847286351245736,112923600
1.06,0,0.5223649291762172050459660557,0.522364929176217,0.384640087156499,0.522364929176217,0.384640087156499,0,0.000000,0.000000,0,8.124556878929751860352053527,127.27807601109518860515097113,121.892430902505921945008012,113999100
1.07,0,0.5208483538338806397334225458,0.520848353833881,0.383709450306934,0.520848353833881,0.383709450306934,0,0.000000,0.000000,0,8.136980539115092860352053526,127.4005340170331695806842772,121.99858481137916717282943724,115074500
1.08,0,0.5193537625462614053689202778,0.519353762546261,0.382800797512085,0.519353762546261,0.382800797512085,0,0.000000,0.000000,0,8.147871981510194860352053527,127.50867787471643584633106239,122.09231851517610561027741913,116150000
1.09,0,0.5178804656528561769544162625,0.517880465652856,0.381913439111452,0.517880465652856,0.381913439111452,0,0.000000,0.000000,0,8.157582075237531860352053526,127.60594330183790013459301553,122.17659913109890470472379428,117225500
1.10,0,0.5164278438170638892172958256,0.516427843817064,0.381046755768431,0.516427843817064,0.381046755768431,0,0.000000,0.000000,0,8.166359716697907860352053527,127.69446890222763483034968255,122.25329357511087634848044909,118300900
1.11,0,0.5149952520408866185591477540,0.514995252040887,0.380200102485026,0.514995252040887,0.380200102485026,0,0.000000,0.000000,0,8.173919606107087860352053527,127.77277781227980282980693737,122.32102139099580288860079725,119376400
1.12,0,0.5135820856787572079550540529,0.513582085678757,0.379372874615667,0.513582085678757,0.379372874615667,0,0.000000,0.000000,0,8.175423079585560860352053526,127.80819454402250323117975289,122.35038048705326110125156398,120451800
1.13,0,0.5121904747585813653018662164,0.512190474758581,0.378567202188263,0.512190474758581,0.378567202188263,0,0.000000,0.000000,0,8.176605525061021860352053527,127.84022565568997326379373109,122.37681648537389578441056488,121527300
1.14,0,0.5108254279333226175173585245,0.510825427933323,0.377788093855776,0.510825427933323,0.377788093855776,0,0.000000,0.000000,0,8.177526186153350860352053526,127.8692951916903280006821571,122.40070767837525169431551023,122602800
1.15,0,0.5094829111888331138551658856,0.509482911188833,0.377031515604057,0.509482911188833,0.377031515604057,0,0.000000,0.000000,0,8.178223481673086360352053526,127.89602054246790097207853394,122.42257349775895420295334186,123678200
1.16,0,0.5074267359206423063753349830,0.507426735920642,0.375561278828638,0.507426735920642,0.375561278828638,0,0.000000,0.000000,0,8.178734541222634660352053526,127.92056952055020712800219859,122.44257270578954158769779384,124753700
1.17,0,0.5053666992088430075659310026,0.505366699208843,0.374087180609611,0.505366699208843,0.374087180609611,0,0.000000,0.000000,0,8.179083758438166160352053527,127.94336707158588720310519176,122.46106155594232261238952336,125829200
1.18,0,0.5033290525820724243629851178,0.503329052582072,0.37263547247561,0.503329052582072,0.37263547247561,0,0.000000,0.000000,0,8.179294516128127060352053526,127.96453900308767649435161007,122.47815618593175380595157988,126904600
1.19,0,0.5012600433991769351057326879,0.501260043399177,0.371152401785487,0.501260043399177,0.371152401785487,0,0.000000,0.000000,0,8.179384578219393260352053526,127.98430823209141235891905858,122.4940467951440077216480949,127980100
1.20,0,0.4990739458012306153783599178,0.499073945801231,0.369171382603321,0.499073945801231,0.369171382603321,0,0.000000,0.000000,0,8.179369028459625460352053526,128.00280341149398992320667028,122.50884635549847131086796852,129055600
1.21,0,0.4969101281204860985863947561,0.496910128120486,0.367007564922576,0.496910128120486,0.367007564922576,0,0.000000,0.000000,0,8.179261988232638460352053527,128.02021337440607247281024044,122.5227154236367936706562108,130131000
1.22,0,0.4947680233223183511713757703,0.494768023322318,0.364865460124408,0.494768023322318,0.364865460124408,0,0.000000,0.000000,0,8.179072217558130860352053527,128.03661629205864229806955606,122.53572237338891150527483769,131206500
1.23,0,0.4926471550392970701832684966,0.492647155039297,0.362744591841387,0.492647155039297,0.362744591841387,0,0.000000,0.000000,0,8.178809514455904160352053527,128.05209478504427026486672038,122.54793986286233923688649891,132281900
1.24,0,0.4905470644678712996960760836,0.490547064467871,0.360644501269961,0.490547064467871,0.360644501269961,0,0.000000,0.000000,0,8.178482088854543860352053526,128.06678919173221850707018804,122.55948571906578972136426431,133357400
1.25,0,0.4884673105462541681068725548,0.488467310546254,0.358564747348344,0.488467310546254,0.358564747348344,0,0.000000,0.000000,0,8.178095810627527960352053527,128.08075131327574885166209817,122.5704053139475039254729667,134432900
1.26,0,0.4864074590382441878952279528,0.486407459038244,0.356504895840334,0.486407459038244,0.356504895840334,0,0.000000,0.000000,0,8.181417794715225560352053527,128.03578530302471512952586965,122.53663400075826193852094323,135508300
1.27,0,0.4843671316535652629142025700,0.484367131653565,0.354464568455655,0.484367131653565,0.354464568455655,0,0.000000,0.000000,0,8.184642006798330360352053526,127.99108035133487431905948966,122.5029971181008660271065938,136583800
1.28,0,0.4823459232923156545281538394,0.482345923292316,0.352443360094406,0.482345923292316,0.352443360094406,0,0.000000,0.000000,0,8.187776586935734260352053527,127.94648695094569748413482726,122.46938090889728959060340577,137659200
1.29,0,0.4803434592398235101377151976,0.480343459239824,0.350440896041914,0.480343459239824,0.350440896041914,0,0.000000,0.000000,0,8.190825676718171660352053527,127.90218747369924060213533889,122.4359346866897452772805715,138734700
1.30,0,0.4783593916160931214438004489,0.478359391616093,0.348456828418183,0.478359391616093,0.348456828418183,0,0.000000,0.000000,0,8.193798615336340760352053527,127.85805142725677394827368425,122.40256061028011530860831029,139810200
1.31,0,0.4763933873641719627170639294,0.476393387364172,0.346490824166262,0.476393387364172,0.346490824166262,0,0.000000,0.000000,0,8.196698978455483460352053526,127.81405548855039606199149093,122.36924276840294467778518021,140885600
1.32,0,0.4744450809582849585765658272,0.474445080958285,0.344542517760375,0.474445080958285,0.344542517760375,0,0.000000,0.000000,0,8.199531734422842960352053527,127.77032974183760880579211261,122.33608905494767730374741314,141961100
1.33,0,0.4725142156996443898491559233,0.472514215699644,0.342611652501734,0.472514215699644,0.342611652501734,0,0.000000,0.000000,0,8.202301282232325860352053526,127.72679319454180411383785469,122.30303785021028108451102503,143036600
1.34,0,0.4706004216262568526661761821,0.470600421626257,0.340697858428347,0.470600421626257,0.340697858428347,0,0.000000,0.000000,0,8.205011577991533860352053526,127.68343414161367280261124547,122.27008271429526911862088189,144112000
1.35,0,0.4687034375933203953744514609,0.46870343759332,0.33880087439541,0.46870343759332,0.33880087439541,0,0.000000,0.000000,0,8.207667111302581060352053527,127.64024888782939678652101128,122.23722394716419219796262399,145187500
1.36,0,0.4668229552737175169307081503,0.466822955273718,0.336920392075808,0.466822955273718,0.336920392075808,0,0.000000,0.000000,0,8.210269958182110160352053527,127.59728950589429266401768534,122.20450493039944644589683325,146263000
1.37,0,0.4649587156413248817529713951,0.464958715641325,0.335056152443415,0.464958715641325,0.335056152443415,0,0.000000,0.000000,0,8.212823931845260160352053526,127.55448128112260328638218903,122.17186855376142614020110697,147338400
1.38,0,0.4631104489764820139842130439,0.463110448976482,0.333207885778572,0.463110448976482,0.333207885778572,0,0.000000,0.000000,0,8.215331515357705160352053527,127.51181291823818360901565141,122.13930763198450231596127983,148413900
1.39,0,0.4612778922832793853858673469,0.461277892283279,0.331375329085369,0.461277892283279,0.331375329085369,0,0.000000,0.000000,0,8.217795855381946960352053526,127.46935042646046083990269296,122.10687736685473390139403434,149489300
1.40,0,0.4594607893330995062252712515,0.4594607893331,0.32955822613519,0.4594607893331,0.32955822613519,0,0.000000,0.000000,0,8.220217939856135860352053526,127.42707514131913287266707601,122.07456366359371170402890551,150564800
1.41,0,0.4576588926695362169780649326,0.457658892669536,0.327756329471626,0.457658892669536,0.327756329471626,0,0.000000,0.000000,0,8.222600493186338160352053527,127.38491358706415507833877495,122.04230959577258676838441506,151640300
1.42,0,0.4558719859559761919655430373,0.455871985955976,0.325969422758066,0.455871985955976,0.325969422758066,0,0.000000,0.000000,0,8.224948066181753060352053527,127.34294486099827574376145481,122.01018172825897371832763736,152715700
1.43,0,0.4540998226111490425594864940,0.454099822611149,0.324197259413239,0.454099822611149,0.324197259413239,0,0.000000,0.000000,0,8.227257959522229060352053527,127.30113080933962650940163124,121.97814790130991314443360769,153791200
